part-00000-d38f1508-e7ff-486d-972c-feeebe182c7b-c000
neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded;;
Retiro;1131609735542534282;https://www.airbnb.com/rooms/1131609735542534282;Coliving Madrid centro;504121118;Arnau;12;f;40.40862;-3.68086;36.0;1;0;0;0;0;0;1;0;0.0;1;1;;
Ciudad Lineal;49646056;https://www.airbnb.com/rooms/49646056;Arturo Soria- One bedroom with pool and parking;392790154;Apartamentos Temporales;40;f;40.46205;-3.6604;132.0;1;1;1;1;0;0;1;13;4.46;2;0;;
Centro;1139826357931449959;https://www.airbnb.com/rooms/1139826357931449959;Farmacia II;438136382;Home Club;156;f;40.42285827132193;-3.699146420011002;93.0;1;0;1;1;0;0;1;0;0.0;2;0;;
Carabanchel;1167392583210832451;https://www.airbnb.com/rooms/1167392583210832451;Apartment in the Barrio;372403281;Alexia Athena;1;f;40.39178524359062;-3.7128726392984386;72.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Chamartín;678679926465389594;https://www.airbnb.com/rooms/678679926465389594;Habitación privada - piscina y terraza privada;13479919;Jose;1;f;40.466;-3.67884;40.0;1;0;0;1;0;0;1;29;4.97;1;0;;
Hortaleza;43324930;https://www.airbnb.com/rooms/43324930;Duplex/Atico muy luminoso y tranquilo con terraza;24281801;Nathalie;1;t;40.45927;-3.64634;140.0;1;1;1;1;1;0;1;2;4.0;2;1;;
Centro;8652516;https://www.airbnb.com/rooms/8652516;Single room Malasaña;290725310;Francisco Manuel;2;f;40.4242;-3.70175;37.0;1;0;0;0;0;0;1;112;4.94;1;0;;
Chamartín;47972331;https://www.airbnb.com/rooms/47972331;Excellent  sunny location, privacy and comfort;13877443;Karen;2;f;40.46078;-3.68577;28.0;1;1;1;0;1;0;1;22;4.82;1;0;;
Carabanchel;54032404;https://www.airbnb.com/rooms/54032404;Antonio Lopez X apartment in Madrid;377605855;MIT House;289;f;40.3949;-3.7109;159.0;1;0;1;1;0;0;1;45;4.73;2;1;;
Barajas;1077287279692981513;https://www.airbnb.com/rooms/1077287279692981513;Habitación IFEMA/Aeropuerto;80895638;Bogdan;1;t;40.45026354936642;-3.5828933189923746;30.0;1;0;0;1;0;0;1;51;4.96;1;0;;
Hortaleza;34412460;https://www.airbnb.com/rooms/34412460;Moderne, Spacieux, top confort et trés bien situé;259772435;Javier;1;t;40.45963;-3.64497;153.0;1;0;1;1;0;1;0;94;4.94;2;1;;
Centro;13755327;https://www.airbnb.com/rooms/13755327;YAIZA Delicado y evocador en Lavapiés.;723539;Eloísa;13;f;40.41096704578397;-3.6982288350404495;115.0;1;0;1;1;0;0;1;102;4.75;2;0;;
Villa de Vallecas;48818476;https://www.airbnb.com/rooms/48818476;Habitación cómoda y acogedora.;246526725;Arturo;1;t;40.36784;-3.60259;40.0;0;0;1;1;0;0;1;84;4.98;1;0;;
Centro;679467837207938431;https://www.airbnb.com/rooms/679467837207938431;Habitacion privada en pleno centro de Madrid;471620365;Paula;1;f;40.41132;-3.6965;45.0;1;0;0;1;0;1;1;11;4.82;1;0;;
Chamartín;1049322634250547236;https://www.airbnb.com/rooms/1049322634250547236;Ático con vistas;221215806;Guzman;1;f;40.45942;-3.67801;87.0;1;0;1;1;0;0;1;4;5.0;2;1;;
Barajas;624543327598138229;https://www.airbnb.com/rooms/624543327598138229;Apartamento  zona  Aeropuerto , Ifema y Bernabeu;458591229;Alfredo;1;t;40.469772;-3.588576;241.0;1;0;0;1;0;1;0;32;5.0;2;1;;
Centro;28388357;https://www.airbnb.com/rooms/28388357;GV6, ÁTICO INCREÍBLE CON 2 TERRAZAS Y VISTAS EN GRAN VIA;8124160;Flavia;10;t;40.42076;-3.70037;523.0;1;0;1;1;0;0;1;77;4.91;2;1;;
Centro;1173095179782861269;https://www.airbnb.com/rooms/1173095179782861269;Cozy room Madrid ES-15-022-006-06H;572433555;Habyt;33;f;40.4189071;-3.7014;18.0;1;0;0;0;0;0;1;0;0.0;1;1;;
Centro;970996210181893257;https://www.airbnb.com/rooms/970996210181893257;Bonito y Luminoso en el Centro;23205522;Juan;2;t;40.407072260956454;-3.704446144402027;111.0;1;0;1;0;0;1;0;46;4.85;2;1;;
Salamanca;50811470;https://www.airbnb.com/rooms/50811470;Precioso Loft en Madrid - Goya - WiZink Center;79538601;Lorenzo;6;t;40.42326;-3.66727;98.0;1;0;0;0;0;0;1;255;4.8;2;0;;
Centro;898255972209863951;https://www.airbnb.com/rooms/898255972209863951;La Guapa de Malasaña;513328747;Laura;1;f;40.42700863067611;-3.701401544273031;110.0;1;1;0;0;0;0;1;43;4.51;2;0;;
San Blas - Canillejas;1080638877467578560;https://www.airbnb.com/rooms/1080638877467578560;El Rincón del Duque;120396908;Olga;1;t;40.431923690420824;-3.614038483215227;240.0;1;0;1;1;0;0;1;4;5.0;2;1;;
Carabanchel;1015692733934894643;https://www.airbnb.com/rooms/1015692733934894643;Preciosa habitación privada;98838752;Gabriela;5;f;40.38970219395272;-3.741389633637103;46.0;1;1;0;1;0;0;1;1;4.0;1;0;;
Moratalaz;1143699359464333261;https://www.airbnb.com/rooms/1143699359464333261;Alojamiento turístico en Madrid;379099091;Dennisse;1;f;40.403441839359985;-3.647263120389068;100.0;1;0;1;1;0;0;1;1;3.0;2;1;;
Centro;19172122;https://www.airbnb.com/rooms/19172122;Bright & Stylish 2BD 2BTH - CITY CENTRE;134063747;María Evangelina;1;t;40.41068;-3.69867;300.0;1;0;1;1;0;0;1;246;4.81;2;1;;
Salamanca;53125951;https://www.airbnb.com/rooms/53125951;Librandi - 2 bedrooms in Lista;346367515;Ukio;290;f;40.42854179861932;-3.675120868411577;164.0;1;0;1;1;0;0;1;0;0.0;2;1;;
Salamanca;1126764112381003790;https://www.airbnb.com/rooms/1126764112381003790;Super attico en barrio salamanca;4905547;Tommy;1;f;40.43030118847366;-3.672534219714731;120.0;1;0;0;1;0;0;1;2;4.5;2;0;;
Centro;10677284;https://www.airbnb.com/rooms/10677284;Charming Apt. Historic District-Sol;4975799;Kristian;14;f;40.41539;-3.70344;181.0;1;0;1;1;0;0;1;546;4.53;2;1;;
Centro;923102829851097930;https://www.airbnb.com/rooms/923102829851097930;Piso 1 Dormitorio en Chueca;518713670;Bemadrid;231;f;40.42323;-3.69794;60.0;1;0;0;1;0;0;1;2;4.5;2;0;;
Moncloa - Aravaca;33686014;https://www.airbnb.com/rooms/33686014;Bonita habitación acogedora para chicas;213129076;Erika;8;f;40.46657;-3.72404;25.0;1;0;0;0;0;0;1;21;4.48;1;0;;
Centro;657168133647794337;https://www.airbnb.com/rooms/657168133647794337;Habitación Privada en el Centro de Madrid Malasaña;466040800;Osmarwi Giovanny;2;f;40.423751173306414;-3.702732883393765;28.0;1;0;0;0;0;0;1;86;4.57;1;0;;
Centro;1100779801700922816;https://www.airbnb.com/rooms/1100779801700922816;Apartamento céntrico;468117226;Edgar;2;f;40.4224283134205;-3.697214213163091;110.0;1;0;0;1;0;0;1;8;4.38;2;0;;
Centro;1052597285542772785;https://www.airbnb.com/rooms/1052597285542772785;Lavapies Centrally Located!;2899005;Jordan;1;t;40.41009352625336;-3.698050350126622;70.0;1;0;0;0;0;0;1;6;4.83;2;0;;
Hortaleza;884165120109224758;https://www.airbnb.com/rooms/884165120109224758;apartamento en ifema para 5 personas;391810099;Nacho;82;f;40.47485455179076;-3.64763560815701;102.0;1;0;0;1;0;0;1;5;4.8;2;1;;
Salamanca;1095676585852421567;https://www.airbnb.com/rooms/1095676585852421567;Vega - 2 bedroom in Salamanca;346367515;Ukio;290;f;40.43316398246071;-3.684101394675737;175.0;1;1;1;1;0;0;1;0;0.0;2;1;;
Latina;52530945;https://www.airbnb.com/rooms/52530945;3-Habitación cómoda y confortable.;228191862;Ronny;2;f;40.41214;-3.73202;30.0;1;0;0;0;0;0;1;20;4.7;1;0;;
Chamartín;43651496;https://www.airbnb.com/rooms/43651496;Apartamento lujo Bernabeu Piscina;39692035;Evelyn;4;t;40.46262;-3.68055;96.0;1;1;1;0;0;0;1;15;5.0;2;0;;
Ciudad Lineal;783193022851949772;https://www.airbnb.com/rooms/783193022851949772;Rubik Xi apartment in Madrid;377605855;MIT House;289;f;40.43513;-3.63921;99.0;1;0;1;1;0;0;1;11;4.64;2;0;;
Ciudad Lineal;1073983474224512834;https://www.airbnb.com/rooms/1073983474224512834;apartamento luminoso;557825173;Gloria;1;f;40.42724932209268;-3.6523331478531063;105.0;1;0;0;1;0;0;1;1;5.0;2;0;;
Latina;1018752791647332736;https://www.airbnb.com/rooms/1018752791647332736;Preciosa habitación;312059310;Cynthia;1;f;40.40544;-3.73966;28.0;1;0;0;1;0;1;0;7;4.57;1;0;;
San Blas - Canillejas;761098;https://www.airbnb.com/rooms/761098;Compostela Suites Madrid Aeropuerto;4012305;Compostela;1;f;40.44655;-3.58128;120.0;1;0;1;1;0;0;1;129;4.48;2;0;;
Chamberí;50322967;https://www.airbnb.com/rooms/50322967;Olavide Xiv apartment in Madrid;377605855;MIT House;289;f;40.43646;-3.70291;235.0;1;0;1;1;0;0;1;13;4.0;2;1;;
Centro;47976644;https://www.airbnb.com/rooms/47976644;Pleasant, functional, bright (Center of Madrid) U4;82613991;Ignacio;4;t;40.42756;-3.70106;107.0;1;0;0;0;0;0;1;168;4.85;2;0;;
Centro;10188918;https://www.airbnb.com/rooms/10188918;CENTRO. Bonito piso en la Latina.;8631060;Gloria Y Dani;2;t;40.40921;-3.7107;168.0;1;1;1;0;0;1;0;113;4.86;2;1;;
Moncloa - Aravaca;1045151734260824299;https://www.airbnb.com/rooms/1045151734260824299;Room centro Bernabéu;550308339;Patty;3;f;40.45987012338502;-3.711271415884237;30.0;1;0;0;1;0;0;1;1;5.0;1;0;;
Tetuán;53209368;https://www.airbnb.com/rooms/53209368;Cómoda cama de matrimonio.;119279925;Manuela;2;f;40.46862;-3.70701;36.0;1;1;0;1;0;0;1;2;5.0;1;0;;
Usera;556427048408913377;https://www.airbnb.com/rooms/556427048408913377;BLUE LUXURY EXPERIENCE I;402683004;Ruth;48;f;40.3799;-3.69296;89.0;1;1;1;1;0;0;1;17;4.59;2;0;;
Centro;5313221;https://www.airbnb.com/rooms/5313221;Cozy and confortable, in the heart of Madrid;5239042;Maribel & Jose;20;f;40.41079;-3.70225;84.0;1;0;1;1;0;0;1;303;4.61;2;0;;
Ciudad Lineal;995378893641582129;https://www.airbnb.com/rooms/995378893641582129;Habitación amplia y céntrica;2291820;Fernando;1;t;40.430379899614;-3.652143764437259;35.0;1;0;0;0;0;1;0;58;4.84;1;0;;
San Blas - Canillejas;918775817053795451;https://www.airbnb.com/rooms/918775817053795451;Acogedora habitación;273699271;Gissella;1;f;40.4359682;-3.6114473;47.0;1;1;0;1;0;0;1;6;5.0;1;0;;
Centro;918629069771405430;https://www.airbnb.com/rooms/918629069771405430;Encanto Moderno en Lavapiés;40877988;Raul;125;f;40.407708521501945;-3.6995698338228262;70.0;1;0;0;0;0;0;1;54;4.74;2;0;;
Tetuán;1158589339188784710;https://www.airbnb.com/rooms/1158589339188784710;Habitaciones en piso femenino (2);143722361;Yasmin;5;f;40.4592344838674;-3.707571571677788;40.0;1;0;0;0;0;0;1;1;4.0;1;0;;
Moncloa - Aravaca;1006405137666942497;https://www.airbnb.com/rooms/1006405137666942497;Bed & Breakfast;25266591;Angela;1;f;40.42973498156878;-3.7336729436833;60.0;0;1;0;1;0;0;1;6;5.0;1;0;;
Carabanchel;1012976789399108005;https://www.airbnb.com/rooms/1012976789399108005;habitación confortable baño privado;543956287;Daniela;1;f;40.39836799324216;-3.7311761251766176;50.0;1;0;0;1;0;0;1;15;4.87;1;0;;
San Blas - Canillejas;38450877;https://www.airbnb.com/rooms/38450877;Acogedor apartamento Madrid;184588702;Raquel;3;f;40.44309;-3.58528;61.0;1;0;1;1;0;0;1;34;4.65;2;0;;
San Blas - Canillejas;1050697467459290658;https://www.airbnb.com/rooms/1050697467459290658;Exyca Metropolitano;511649938;Exyca;31;f;40.4375497;-3.6105357;87.0;1;0;0;1;0;0;1;1;3.0;2;0;;
Centro;30167647;https://www.airbnb.com/rooms/30167647;Alonso Martinez II;28038703;Luxury Rentals Madrid;115;f;40.42765;-3.69704;170.0;1;0;1;0;0;0;1;17;4.53;2;0;;
Latina;739894100349429028;https://www.airbnb.com/rooms/739894100349429028;LaurisRockHome;42479623;Laura;1;f;40.3876229425553;-3.755242891651756;23.0;1;0;0;1;0;1;0;40;4.9;1;0;;
Villaverde;942029250686054544;https://www.airbnb.com/rooms/942029250686054544;Habitación acogedor, TV a 15 min centro de Madrid;527018181;Julia;2;t;40.34585649118378;-3.706216067075729;30.0;0;0;0;0;0;0;1;70;4.83;1;0;;
Centro;39533744;https://www.airbnb.com/rooms/39533744;Minimal   -   1 hab  -   Barrio Justicia;251364651;Jaime;1;f;40.42416;-3.69442;120.0;1;1;0;0;0;0;1;13;4.54;2;0;;
Centro;741786487793544258;https://www.airbnb.com/rooms/741786487793544258;Premium apt para 9p en c/olmo - Centro de Madrid;480261102;VariosMundos;63;f;40.41074;-3.70125;273.0;1;0;0;1;0;0;1;70;4.53;2;1;;
Moncloa - Aravaca;1107116754665933390;https://www.airbnb.com/rooms/1107116754665933390;Juan Álvarez Mendizábal H3;50887257;Houxury;52;f;40.42551;-3.71405;23.0;1;0;0;0;0;0;1;0;0.0;1;0;;
San Blas - Canillejas;1112860660842632153;https://www.airbnb.com/rooms/1112860660842632153;Exyca Metropolitano;511649938;Exyca;31;f;40.436937733727994;-3.611417241455538;87.0;1;0;0;0;0;0;1;1;3.0;2;0;;
Centro;1041837375076207143;https://www.airbnb.com/rooms/1041837375076207143;Atocha/Madrid Centro/Lavapies;146730147;Vladimir;2;f;40.4109389;-3.699009;110.0;1;0;0;1;0;0;1;1;5.0;2;0;;
Barajas;1121456416668198942;https://www.airbnb.com/rooms/1121456416668198942;Chalet 5 Habitaciones /parking free;261404740;Elizabeth;3;t;40.4711953556942;-3.5967216409064084;340.0;1;0;0;1;0;0;1;0;0.0;2;1;;
Centro;1020157713264528605;https://www.airbnb.com/rooms/1020157713264528605;Luxury Design Apartment in Barrio las Letras A6 2I;107335103;Jose Alejandro;102;f;40.414588671662294;-3.696341592685745;167.0;1;1;1;1;0;0;1;3;4.67;2;1;;
Chamartín;1041290932344617750;https://www.airbnb.com/rooms/1041290932344617750;Habitación impecable en las Cuatro Torres;29442549;Saura;1;t;40.477016;-3.6857134;36.0;1;0;1;1;0;1;0;69;4.96;1;0;;
Latina;1071738126626416499;https://www.airbnb.com/rooms/1071738126626416499;4living4working SUNNY ROOM;89876972;Nacho;4;f;40.40495992898226;-3.746714273541254;17.0;1;0;0;0;1;0;1;0;0.0;1;0;;
Ciudad Lineal;841321552902768089;https://www.airbnb.com/rooms/841321552902768089;Apartamento  completo a estrenar;419093809;Jairo;4;f;40.42218795822693;-3.633060188699566;492.0;1;0;0;1;0;0;1;17;4.65;2;1;;
Barajas;46806488;https://www.airbnb.com/rooms/46806488;piso aeropuerto Barajas Madrid;106308247;Maria Adriela;5;f;40.47324;-3.58375;79.0;1;0;0;1;0;0;1;25;4.48;2;0;;
Centro;17197503;https://www.airbnb.com/rooms/17197503;Cozy 2BD apartment - SOL, CITY CENTER;115485713;Evaristo;4;f;40.41595;-3.70152;163.0;1;0;0;1;0;0;1;219;4.43;2;1;;
Ciudad Lineal;1051510005406832233;https://www.airbnb.com/rooms/1051510005406832233;Apartamento nuevo en La Almudena;495666470;Goitorre;11;t;40.4274183;-3.6380136;82.0;1;0;0;0;0;0;1;12;4.83;2;0;;
Centro;664215627649089661;https://www.airbnb.com/rooms/664215627649089661;Cama Hab Femenina SEGUNDA 4 pers;411004237;Nora;10;f;40.41941;-3.69756;46.0;1;0;0;1;0;0;1;6;4.5;0;0;;
Centro;25991131;https://www.airbnb.com/rooms/25991131;MODERNO APARTAMENTO EN EL CORAZÓN DE MADRID;195359083;Irina;3;t;40.40984;-3.70679;129.0;1;1;0;1;0;0;1;156;4.89;2;1;;
Centro;38792504;https://www.airbnb.com/rooms/38792504;Con  encanto. Centro. Lavapiés.;63347666;Isabel;3;t;40.40885;-3.70377;47.0;1;0;1;1;0;0;1;41;4.88;1;0;;
Ciudad Lineal;652253289429426165;https://www.airbnb.com/rooms/652253289429426165;Cozy apartment. Arturo Soria-MD Anderson CC;460391145;Marta Y Fran;125;t;40.47047;-3.66507;103.0;1;0;0;1;0;0;1;19;4.79;2;0;;
Chamartín;881516277468086005;https://www.airbnb.com/rooms/881516277468086005;Nice flat in Dominican Republic;291253690;Fran Y Marta Isabel;289;t;40.45832583905496;-3.6771964362897287;132.0;1;0;0;1;0;0;1;33;4.82;2;1;;
Latina;49965630;https://www.airbnb.com/rooms/49965630;ACOGEDORA HABITACION EN PISO BAJO(PUERTA DE ANGEL);220066930;Diana;3;f;40.40534;-3.73225;33.0;0;0;0;0;0;0;1;6;4.5;1;0;;
Salamanca;644568313370145809;https://www.airbnb.com/rooms/644568313370145809;Chic y barroco apartamento en barrio de Salamanca;455046490;Magali;23;f;40.43642;-3.68242;117.0;1;0;1;0;0;0;1;3;4.0;2;1;;
Tetuán;609927905980986944;https://www.airbnb.com/rooms/609927905980986944;Marvelous and well placed home Wifi Plaza Castilla;341858174;Coricori;2;t;40.47303;-3.68794;41.0;1;0;0;0;0;0;1;121;4.77;1;0;;
Hortaleza;908402291499801048;https://www.airbnb.com/rooms/908402291499801048;Flat with sauna and jacuzzi close to IFEMA;291253690;Fran Y Marta Isabel;289;t;40.46308459999999;-3.6525007;149.0;1;0;0;1;0;0;1;21;4.81;2;1;;
Chamartín;2224238;https://www.airbnb.com/rooms/2224238;Room Chamartín Plaza Castilla;11340614;Pedro;2;t;40.47054;-3.68104;50.0;0;1;1;0;0;1;0;382;4.9;1;0;;
San Blas - Canillejas;1071204168883744197;https://www.airbnb.com/rooms/1071204168883744197;New Luxury Apartment Madrid Airport 111;557130632;Luis;5;f;40.44262120362765;-3.56965737605954;82.0;1;1;1;0;0;0;1;4;3.25;2;0;;
Arganzuela;999725127531150277;https://www.airbnb.com/rooms/999725127531150277;Attractive Apartment near Atocha;50887257;Houxury;52;f;40.3995;-3.69502;56.0;1;0;0;1;0;0;1;2;5.0;2;1;;
Salamanca;1009444371398077730;https://www.airbnb.com/rooms/1009444371398077730;Exclusivo piso Barrio Salamanca.;11730479;Nazarena;1;t;40.43089615970649;-3.6699644524094417;78.0;1;0;0;0;0;0;1;39;4.97;2;0;;
Centro;1147057577200815904;https://www.airbnb.com/rooms/1147057577200815904;Habitación Barrio Las Letras;141093625;Lorena;2;f;40.41564656043932;-3.698410502145619;80.0;0;0;0;1;0;0;1;3;5.0;1;0;;
Salamanca;17019062;https://www.airbnb.com/rooms/17019062;Maravilloso apartamento en el Centro de Madrid;82444353;Concepción;1;f;40.42201;-3.67589;102.0;1;0;1;1;1;0;1;5;4.8;2;0;;
Moncloa - Aravaca;41874597;https://www.airbnb.com/rooms/41874597;Habitación con Terraza y Baño Privado;255631333;Mercedes;3;t;40.4552;-3.77666;30.0;0;1;0;0;0;0;1;111;4.78;1;0;;
Moratalaz;906473185829561413;https://www.airbnb.com/rooms/906473185829561413;Habitación en Moratalaz;517930649;Karol;1;t;40.40021013091357;-3.6481852930513696;31.0;1;0;0;0;0;0;1;38;4.82;1;0;;
Latina;1039786688219756206;https://www.airbnb.com/rooms/1039786688219756206;Dormitorio con escritorio y ventana en Aluche;24660046;Nuria;2;t;40.39041428618097;-3.760426141450817;21.0;1;0;1;0;0;1;1;32;4.84;1;0;;
Chamberí;19388327;https://www.airbnb.com/rooms/19388327;Madrid escape (entire apartment);40895919;Julio;1;f;40.42895;-3.70098;395.0;1;0;1;1;0;0;1;37;4.65;2;1;;
Centro;28167482;https://www.airbnb.com/rooms/28167482;Habitación compartida femenina;45935972;Gilcilene;10;f;40.41852;-3.69968;36.0;1;1;1;1;0;0;1;52;4.56;0;0;;
Ciudad Lineal;894127763070100809;https://www.airbnb.com/rooms/894127763070100809;M044-Apartment  Gutierre Cetina;471977881;Rodrigo;147;f;40.42646578658602;-3.63856361489644;62.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Retiro;634045900266804550;https://www.airbnb.com/rooms/634045900266804550;Coqueto apartamento en Madrid;114209514;Lara;1;t;40.405499;-3.680159;70.0;1;1;0;1;0;0;1;1;5.0;1;1;;
Hortaleza;51134366;https://www.airbnb.com/rooms/51134366;Encantador estudio nórdico lleno de detalles;259352992;Pilar;7;t;40.46795;-3.65352;94.0;1;0;0;1;0;0;1;72;4.99;2;0;;
Barajas;1169170496930675925;https://www.airbnb.com/rooms/1169170496930675925;Apartamento en Barajas Airport / Ifema;566803114;Yohandy;2;f;40.47052024766351;-3.57863747821929;87.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Arganzuela;1092110291278790859;https://www.airbnb.com/rooms/1092110291278790859;Habitación Confortable Atocha;530738618;María Yuderka;1;f;40.40219;-3.68912;57.0;0;0;0;0;0;0;1;6;5.0;1;1;;
Chamartín;1146400183804696218;https://www.airbnb.com/rooms/1146400183804696218;Renovated & Cozy-1Bedroom 1Bath-Av de América;574990734;David;21;f;40.43963;-3.67813;141.0;1;0;0;1;0;0;1;2;4.5;2;0;;
Usera;1162888400492301048;https://www.airbnb.com/rooms/1162888400492301048;Mini apartamento;441031714;Rosa;7;f;40.38559802200509;-3.7070111510628183;73.0;1;0;0;0;0;0;1;4;4.5;2;0;;
Hortaleza;6864659;https://www.airbnb.com/rooms/6864659;Precioso y tranquilo zona Pinar Chamartín;34838372;Pilar;1;t;40.47134;-3.66198;63.0;1;1;1;1;0;0;1;179;4.78;2;0;;
Centro;21765690;https://www.airbnb.com/rooms/21765690;Acogedor apartamento en centro de Madrid  - LATINA;40795973;Ana;1;f;40.40785;-3.70918;73.0;1;0;1;1;1;0;1;8;5.0;2;0;;
Centro;11056834;https://www.airbnb.com/rooms/11056834;"Cozy loft center;gym and breakfast free";57286373;Monica;1;f;40.424503326416016;-3.699172973632813;175.0;1;0;0;1;0;0;1;254;4.49;2;0;;
Centro;54009494;https://www.airbnb.com/rooms/54009494;SmartRental Atocha Apartamento 1 Dormitorio;436239379;SmartRental;6;f;40.41202;-3.69791;239.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Centro;28222114;https://www.airbnb.com/rooms/28222114;Habitacion femenina compartida;45935972;Gilcilene;10;f;40.42007;-3.70006;36.0;1;1;1;1;0;0;1;36;4.44;0;0;;
Ciudad Lineal;1176603423956594317;https://www.airbnb.com/rooms/1176603423956594317;Apartamento a 15 min Bernabeu;582816333;Mileydi Tatiana;1;f;40.46997;-3.66547;70.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Centro;623914106949007258;https://www.airbnb.com/rooms/623914106949007258;Precioso apartamento en el corazón de Madrid;10608599;Camila;2;f;40.41347;-3.69642;169.0;1;0;1;1;0;0;1;14;4.86;2;1;;
Centro;49454960;https://www.airbnb.com/rooms/49454960;Acogedor estudio en el centro de Madrid;398788858;Patricia;1;t;40.41065;-3.70187;64.0;1;0;0;1;0;0;1;183;4.83;2;0;;
Centro;10855267;https://www.airbnb.com/rooms/10855267;Madrid - Apartamento 1D;35712072;Bcn Mad;15;f;40.41788;-3.7012;185.0;1;0;1;1;0;0;1;24;4.63;2;1;;
Ciudad Lineal;894138676110295458;https://www.airbnb.com/rooms/894138676110295458;M047 - Apartment Gutierre Cetina;471977881;Rodrigo;147;f;40.42695093099513;-3.6404356767724018;62.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Hortaleza;623941397802495270;https://www.airbnb.com/rooms/623941397802495270;2. Habitación cómoda y espaciosa;229573500;Elkim;2;f;40.49165;-3.65506;35.0;1;0;1;0;0;0;1;39;4.92;1;0;;
Tetuán;987405090596494939;https://www.airbnb.com/rooms/987405090596494939;Habitación en Francos Rodríguez;4437338;Noelia;1;f;40.458521662913626;-3.7088115997010846;41.0;1;0;0;0;0;1;0;5;5.0;1;0;;
Usera;1156584175859479169;https://www.airbnb.com/rooms/1156584175859479169;Ssissy's home D;509598091;马德里欧拉旅社;2;f;40.36968112803389;-3.6961877347815895;50.0;1;1;1;1;0;0;1;0;0.0;1;0;;
Ciudad Lineal;953534041119509336;https://www.airbnb.com/rooms/953534041119509336;M067 Apartment in Vereda del Carmen;471977881;Rodrigo;147;f;40.42894;-3.65133;78.0;1;1;0;1;0;0;1;0;0.0;2;1;;
Tetuán;1141439784195033834;https://www.airbnb.com/rooms/1141439784195033834;Tetuán-1;360464893;Batul;1;f;40.459809587844504;-3.70660062879324;73.0;1;0;0;0;0;0;1;8;4.0;1;0;;
