neighbourhood_group_cleansed,host_is_superhost,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
Chamartín,f,40.45868,-3.68056,1,0,0,0,0.0,1,0,20.0,Low-Cost,5.047405198714953,5-10 km
Chamartín,f,40.47436,-3.68684,1,0,0,0,0.0,1,0,52.0,Low-Cost,6.55860459794938,5-10 km
San Blas - Canillejas,f,40.44331,-3.6155,1,0,0,0,0.0,1,0,126.0,Economic,8.000782004291775,5-10 km
Carabanchel,f,40.38813,-3.73584,1,0,0,0,0.0,1,0,82.0,Low-Cost,4.205548077798959,3-5 km
Tetuán,f,40.46044,-3.70934,1,0,1,1,3.67,1,0,27.0,Low-Cost,4.8869030428701,3-5 km
Moncloa - Aravaca,f,40.46659,-3.7253,1,0,0,0,4.75,1,0,25.0,Low-Cost,5.847489489218656,5-10 km
Chamberí,f,40.44545,-3.70519,1,0,1,1,0.0,2,0,69.0,Low-Cost,3.1974700021265074,3-5 km
Centro,f,40.42539,-3.69464,1,0,0,1,4.43,2,1,377.0,Luxury,1.2123361897215705,1-2 km
Latina,f,40.40413,-3.73937,1,0,1,0,4.78,1,0,25.0,Low-Cost,3.356907418224314,3-5 km
Usera,t,40.386668814140265,-3.700617792598933,1,1,0,1,4.75,2,1,70.0,Low-Cost,3.3504730821557263,3-5 km
Centro,f,40.40978,-3.69378,1,0,1,1,4.5,2,1,164.0,Luxury,1.1189298808164267,1-2 km
Latina,f,40.40296,-3.74469,1,0,0,0,4.88,1,0,62.0,Low-Cost,3.8211902236788147,3-5 km
Moratalaz,t,40.40019,-3.6393,1,0,1,0,4.88,1,0,41.0,Low-Cost,5.725484174775165,5-10 km
Salamanca,t,40.426456,-3.685862,1,0,0,0,4.95,2,1,237.0,Luxury,1.8326636020460176,1-2 km
Centro,f,40.40862,-3.70223,1,0,0,0,4.57,1,0,25.0,Low-Cost,0.9065549249715666,<1 km
Arganzuela,t,40.4041749,-3.691144684655756,1,0,0,0,5.0,2,0,113.0,Economic,1.736267328301241,1-2 km
Latina,f,40.41132166422149,-3.731249735757468,0,0,1,1,0.0,1,0,39.0,Low-Cost,2.43826431329509,2-3 km
Usera,f,40.37993,-3.69428,1,0,1,1,4.67,2,0,89.0,Economic,4.1631503215874766,3-5 km
Centro,t,40.4072396,-3.7039703,0,0,0,0,4.86,1,0,50.0,Low-Cost,1.056525951694132,1-2 km
Puente de Vallecas,t,40.3870089,-3.6464229,0,0,0,1,4.0,0,0,41.0,Low-Cost,5.843675854768211,5-10 km
Centro,f,40.40558999612103,-3.7038504779763217,1,0,0,0,4.13,2,0,68.0,Low-Cost,1.2393574986806342,1-2 km
Arganzuela,f,40.3999014,-3.6866338,1,0,0,0,4.7,1,0,61.0,Low-Cost,2.345576550964601,2-3 km
San Blas - Canillejas,t,40.443197,-3.584358099999999,1,0,1,1,4.89,2,0,125.0,Economic,10.491963123591596,>10 km
Centro,f,40.42653515064465,-3.7032016018687406,1,0,0,1,4.83,2,0,75.0,Low-Cost,1.090456232774835,1-2 km
Fuencarral - El Pardo,f,40.47850338162799,-3.697660534202963,1,0,0,1,0.0,1,0,36.0,Low-Cost,6.8857838170327765,5-10 km
Salamanca,f,40.43126210948024,-3.666518842614928,1,0,1,1,5.0,2,0,85.0,Economic,3.510820423747126,3-5 km
Latina,f,40.4028059,-3.7423878,1,0,0,0,4.84,1,0,44.0,Low-Cost,3.6506745576465196,3-5 km
Carabanchel,f,40.388897387197744,-3.732921816408634,0,1,1,0,4.25,1,0,40.0,Low-Cost,3.981472791914922,3-5 km
Moncloa - Aravaca,f,40.43034173009548,-3.7349365047090206,1,0,0,0,4.67,1,1,95.0,Economic,3.0733190823201912,3-5 km
Usera,f,40.379531542362464,-3.7163686226744015,1,0,0,1,5.0,2,0,75.0,Low-Cost,4.280807474741981,3-5 km
Chamberí,f,40.42929,-3.70345,1,0,1,0,5.0,2,0,105.0,Economic,1.3967510787666853,1-2 km
Arganzuela,f,40.39888,-3.70028,0,0,0,1,4.82,1,0,67.0,Low-Cost,2.001546750204813,2-3 km
Barajas,f,40.47299,-3.57598,1,0,0,0,4.0,2,1,253.0,Luxury,12.461562042676054,>10 km
Moncloa - Aravaca,f,40.46025,-3.71168,1,0,0,1,0.0,1,0,28.0,Low-Cost,4.890528189159883,3-5 km
Centro,f,40.42084,-3.69832,1,0,0,1,3.88,2,1,552.0,Luxury,0.6240906863510559,<1 km
Moncloa - Aravaca,f,40.46461,-3.72479,1,0,0,0,4.5,1,0,25.0,Low-Cost,5.6251057697218165,5-10 km
Barajas,f,40.47129,-3.58015,1,0,0,0,4.75,2,1,280.0,Luxury,12.061598691522105,>10 km
Tetuán,f,40.44893,-3.7052,1,0,0,0,0.0,1,0,14.0,Low-Cost,3.584050638177322,3-5 km
San Blas - Canillejas,f,40.42779,-3.61478,1,0,0,0,0.0,1,1,126.0,Economic,7.5968480130230045,5-10 km
Centro,f,40.41241,-3.70891,1,0,0,0,4.86,2,0,157.0,Luxury,0.6731200308854971,<1 km
Salamanca,f,40.42604,-3.66881,1,0,1,1,4.38,2,0,144.0,Luxury,3.100904667271507,3-5 km
Ciudad Lineal,t,40.43212,-3.63493,1,1,0,0,4.77,2,0,85.0,Economic,6.038318853889659,5-10 km
Usera,f,40.38572,-3.70329,1,0,1,1,4.54,2,0,46.0,Low-Cost,3.4480459767941714,3-5 km
Hortaleza,t,40.46271640136806,-3.652024071581237,1,1,0,1,5.0,2,0,91.0,Economic,6.708797085052676,5-10 km
Carabanchel,t,40.39247299457931,-3.738062280454741,1,0,0,0,4.8,1,0,18.0,Low-Cost,3.9898626240227086,3-5 km
Villaverde,t,40.333435,-3.702781,0,0,0,0,4.54,2,0,94.0,Economic,9.26199083774241,5-10 km
Chamberí,f,40.43494433355798,-3.7030180153446977,1,0,0,1,3.33,2,0,91.0,Economic,2.025634907519657,2-3 km
Arganzuela,f,40.39948984086491,-3.7116969153151103,1,0,0,1,0.0,1,0,44.0,Low-Cost,2.0433575305375977,2-3 km
Salamanca,f,40.42667,-3.68745,1,0,1,1,4.36,2,1,183.0,Luxury,1.7409769401866264,1-2 km
Latina,f,40.40959049499666,-3.730740524708659,1,0,0,0,4.8,1,0,71.0,Low-Cost,2.451924187677346,2-3 km
Hortaleza,f,40.48433,-3.66716,1,0,1,1,0.0,2,0,143.0,Luxury,8.116354599667668,5-10 km
Hortaleza,t,40.46886,-3.65695,1,0,0,1,4.87,2,0,95.0,Economic,7.000911541745303,5-10 km
Salamanca,f,40.428909,-3.6854214,1,1,1,1,4.41,2,1,174.0,Luxury,2.0334099469139915,2-3 km
Usera,t,40.37150604415903,-3.6992737733255727,0,1,1,0,4.98,1,0,28.0,Low-Cost,5.0403343527681805,5-10 km
Hortaleza,t,40.47901,-3.63135,1,1,1,0,4.88,1,0,44.0,Low-Cost,9.22324257722656,5-10 km
Centro,t,40.42197549973088,-3.697171655073319,1,0,0,1,4.93,2,0,238.0,Luxury,0.7828926781842662,<1 km
Centro,f,40.41983,-3.69725,1,0,0,0,4.83,2,0,231.0,Luxury,0.6201682646157433,<1 km
Latina,f,40.40743,-3.73243,1,0,0,0,5.0,1,0,35.0,Low-Cost,2.6712044827171675,2-3 km
Chamartín,f,40.4429786,-3.6798439,1,1,1,1,4.5,2,0,96.0,Economic,3.531898468282478,3-5 km
Chamberí,t,40.43042,-3.70295,1,1,1,0,4.72,1,0,44.0,Low-Cost,1.5227258205752598,1-2 km
Carabanchel,f,40.37009,-3.74843,1,1,0,1,4.64,2,1,76.0,Low-Cost,6.440251540188956,5-10 km
Usera,t,40.38617,-3.70679,1,1,0,1,4.87,2,1,99.0,Economic,3.41054784939775,3-5 km
Puente de Vallecas,t,40.3870089,-3.6464229,0,0,0,1,0.0,0,0,41.0,Low-Cost,5.843675854768211,5-10 km
Salamanca,f,40.42789,-3.67738,1,1,1,1,5.0,2,1,204.0,Luxury,2.5236919426296422,2-3 km
Puente de Vallecas,t,40.3870089,-3.6464229,0,0,0,1,4.67,0,0,950.0,Luxury,5.843675854768211,5-10 km
Tetuán,f,40.45175,-3.70661,1,0,0,0,0.0,2,0,54.0,Low-Cost,3.9039858905884075,3-5 km
Carabanchel,f,40.38398,-3.74878,1,1,0,1,4.61,2,1,61.0,Low-Cost,5.297822261704257,5-10 km
Chamartín,f,40.4664963,-3.6731219,1,0,0,1,4.0,2,0,73.0,Low-Cost,6.096137014626962,5-10 km
Arganzuela,t,40.39996,-3.68571,0,1,1,0,4.96,1,0,45.0,Low-Cost,2.3884648631012184,2-3 km
Arganzuela,f,40.40515,-3.69048,1,0,0,0,4.05,1,0,48.0,Low-Cost,1.686125424396344,1-2 km
Arganzuela,t,40.400374272411945,-3.689136441720747,1,1,0,0,5.0,1,0,64.0,Low-Cost,2.180182774005849,2-3 km
Arganzuela,t,40.40220027462156,-3.6987683355819634,1,0,0,1,4.81,2,0,138.0,Economic,1.6612238382186122,1-2 km
Centro,t,40.42082270239302,-3.69640624699665,1,0,0,0,0.0,2,0,118.0,Economic,0.742733608146599,<1 km
Salamanca,t,40.42314,-3.67994,1,0,0,1,4.86,2,0,123.0,Economic,2.1051933686959425,2-3 km
Centro,f,40.42407,-3.71084,1,0,0,0,5.0,2,1,205.0,Luxury,1.0341777570745092,1-2 km
Centro,f,40.410798191808254,-3.708237410693288,1,1,0,1,4.86,2,0,125.0,Economic,0.7790324669011801,<1 km
Centro,f,40.42165,-3.69905,1,1,1,0,4.65,2,0,119.0,Economic,0.6566949470099159,<1 km
Hortaleza,f,40.4596115,-3.6514127,1,0,0,0,5.0,2,0,100.0,Economic,6.4845355184807465,5-10 km
Retiro,f,40.405175853491,-3.6787039786577225,1,0,0,1,4.54,1,0,58.0,Low-Cost,2.449615641173861,2-3 km
Latina,f,40.409917433341775,-3.7332753735353745,0,0,1,1,0.0,1,0,39.0,Low-Cost,2.645239713841429,2-3 km
Centro,t,40.40884785249344,-3.702447898685932,1,0,0,1,4.88,2,0,100.0,Economic,0.8795850419447234,<1 km
Centro,f,40.415749903,-3.70135539,1,1,1,1,0.0,2,0,112.0,Economic,0.20013317697234748,<1 km
Centro,t,40.41128,-3.70224,1,0,1,0,4.97,1,0,56.0,Low-Cost,0.6130034451298498,<1 km
Latina,f,40.41150657386937,-3.7333868059974256,0,0,1,1,0.0,1,0,52.0,Low-Cost,2.6093292780124138,2-3 km
Hortaleza,t,40.46833,-3.6573,1,0,1,1,4.89,2,0,97.0,Economic,6.9355206111434144,5-10 km
Chamartín,f,40.45621,-3.67035,1,0,0,1,5.0,2,0,167.0,Luxury,5.2026866291525975,5-10 km
Centro,f,40.41537,-3.70331,1,0,1,1,4.62,2,0,138.0,Economic,0.15113384779252007,<1 km
Arganzuela,f,40.39902196530267,-3.7018346786499023,1,0,1,1,5.0,0,0,36.0,Low-Cost,1.9730478863742693,1-2 km
Chamberí,f,40.43336,-3.6907,1,0,1,1,0.0,2,0,105.0,Economic,2.1364577879420796,2-3 km
Usera,f,40.38618,-3.69904,1,1,1,1,4.48,2,0,157.0,Luxury,3.416343653451821,3-5 km
Hortaleza,f,40.46614,-3.64723,1,1,1,1,4.62,2,0,95.0,Economic,7.261785867639778,5-10 km
Ciudad Lineal,f,40.43404,-3.63948,1,1,1,1,4.0,2,0,135.0,Economic,5.737990487835658,5-10 km
Retiro,f,40.40598,-3.68449,1,0,1,1,0.0,1,0,25.0,Low-Cost,1.9938201412104823,1-2 km
Centro,f,40.42976,-3.71004,1,1,1,1,5.0,2,1,198.0,Luxury,1.5560548342341591,1-2 km
San Blas - Canillejas,f,40.44273588791881,-3.583397870436723,0,0,1,0,4.3,2,0,132.0,Economic,10.555871657224136,>10 km
Moratalaz,t,40.410156,-3.651743,1,0,1,0,4.97,1,0,45.0,Low-Cost,4.42895820221337,3-5 km
Carabanchel,t,40.37079,-3.73813,0,0,1,1,4.93,1,0,39.0,Low-Cost,5.896990762901358,5-10 km
Usera,t,40.37935,-3.6907,1,0,0,1,4.84,1,0,41.0,Low-Cost,4.291947351160851,3-5 km
San Blas - Canillejas,t,40.4372354,-3.6363667,1,1,0,0,5.0,2,0,98.0,Economic,6.110288337294463,5-10 km
Centro,f,40.424835692323605,-3.702868185246989,1,0,0,0,4.56,1,0,77.0,Low-Cost,0.9023037310696206,<1 km
Tetuán,f,40.46474,-3.70315,1,0,0,0,4.47,2,0,106.0,Economic,5.338603583548031,5-10 km
Centro,f,40.42152,-3.69927,1,0,0,1,4.43,2,0,178.0,Luxury,0.634397638528375,<1 km
Centro,f,40.41640449257913,-3.7025909638796186,1,0,0,1,4.5,2,0,122.0,Economic,0.07288619785503704,<1 km
Retiro,t,40.40792,-3.68268,0,1,1,0,4.54,1,0,85.0,Economic,2.0046665339887895,2-3 km
Moncloa - Aravaca,f,40.4567359,-3.7125339,1,0,0,0,4.94,1,0,28.0,Low-Cost,4.516116335019071,3-5 km
Moncloa - Aravaca,f,40.47163295509808,-3.727875291940731,1,0,0,0,0.0,1,1,90.0,Economic,6.448469143336878,5-10 km
Centro,f,40.41012,-3.69709,0,1,0,0,4.76,1,0,33.0,Low-Cost,0.9055154570762926,<1 km
Moncloa - Aravaca,f,40.46117,-3.71918,1,0,0,1,4.76,1,0,50.0,Low-Cost,5.12023692217555,5-10 km
Tetuán,f,40.47099314738466,-3.688542136215195,1,0,0,1,5.0,1,1,55.0,Low-Cost,6.162455081934558,5-10 km
Puente de Vallecas,f,40.374462714535,-3.669793009757995,1,0,0,0,0.0,2,1,100.0,Economic,5.4916682268233865,5-10 km
Barajas,t,40.4742673,-3.5786072,1,1,0,1,4.77,2,0,194.0,Luxury,12.342728714234536,>10 km
Carabanchel,f,40.3890038,-3.7414505,1,0,0,0,4.82,1,0,45.0,Low-Cost,4.463019680746674,3-5 km
Carabanchel,f,40.38796852244121,-3.74182245455055,1,0,1,0,5.0,1,0,28.0,Low-Cost,4.56574456295116,3-5 km
Chamartín,f,40.45956266298988,-3.688913471996784,1,0,0,1,4.65,1,0,54.0,Low-Cost,4.916864545001867,3-5 km
Chamartín,f,40.44031,-3.6794,1,0,0,1,0.0,2,0,117.0,Economic,3.3137801003377225,3-5 km
Chamartín,f,40.44453,-3.6807,1,0,0,0,4.33,2,1,65.0,Low-Cost,3.6370409825542094,3-5 km
Chamartín,f,40.45213,-3.68018,1,0,0,1,4.67,2,1,189.0,Luxury,4.397414944890806,3-5 km
Arganzuela,t,40.39713078994021,-3.708685586300845,1,1,1,0,5.0,1,0,58.0,Low-Cost,2.225745261874862,2-3 km
Chamartín,f,40.4586,-3.68716,1,0,1,1,4.63,1,0,70.0,Low-Cost,4.853013390069482,3-5 km
Centro,f,40.42215,-3.70018,1,0,0,1,4.68,2,0,94.0,Economic,0.6594458103684427,<1 km
Villaverde,t,40.35628,-3.69451,1,0,0,0,4.6,2,1,109.0,Economic,6.763089707937469,5-10 km
Vicálvaro,f,40.40010709510091,-3.602415919303894,1,0,1,0,4.67,1,0,36.0,Low-Cost,8.742620176992405,5-10 km
Ciudad Lineal,t,40.41878,-3.62648,1,0,1,0,4.9,1,0,23.0,Low-Cost,6.510637007524515,5-10 km
Hortaleza,f,40.47403672905062,-3.639826029539108,1,0,0,1,5.0,2,0,88.0,Economic,8.336239584560303,5-10 km
Ciudad Lineal,f,40.43378,-3.64008,1,0,1,1,4.33,2,0,119.0,Economic,5.680465574538406,5-10 km
Centro,t,40.41639,-3.70233,1,0,1,1,4.88,2,0,120.0,Economic,0.09336779350783085,<1 km
Arganzuela,f,40.400245,-3.6863755,1,0,0,0,4.75,1,0,60.0,Low-Cost,2.3286354148591495,2-3 km
Arganzuela,f,40.39638,-3.68972,1,0,1,1,4.48,1,0,57.0,Low-Cost,2.539597155570906,2-3 km
Chamartín,f,40.45858,-3.68951,1,0,0,1,4.69,1,0,59.0,Low-Cost,4.798535430395134,3-5 km
Centro,f,40.41199,-3.70387,1,0,1,0,4.92,1,0,80.0,Low-Cost,0.5288668698350927,<1 km
Tetuán,t,40.4717,-3.68939,1,0,0,0,4.94,1,0,43.0,Low-Cost,6.225430751385484,5-10 km
Arganzuela,f,40.39364314869405,-3.6875966392501014,1,0,0,0,5.0,1,0,98.0,Economic,2.8924713175091217,2-3 km
Retiro,f,40.40142,-3.6786,1,0,0,0,0.0,1,0,17.0,Low-Cost,2.699092652367435,2-3 km
Ciudad Lineal,f,40.43260994780355,-3.6467714772282447,1,0,0,0,5.0,2,0,80.0,Low-Cost,5.103577339868126,5-10 km
Usera,f,40.3797,-3.69366,1,1,1,1,4.15,2,0,89.0,Economic,4.198223785864098,3-5 km
Moncloa - Aravaca,f,40.4632,-3.72255,1,0,0,0,0.0,1,0,250.0,Luxury,5.417069442385187,5-10 km
Fuencarral - El Pardo,f,40.473268301953915,-3.7211401764565726,1,0,0,0,0.0,1,0,20.0,Low-Cost,6.464834769215764,5-10 km
Chamartín,f,40.45854,-3.68825,1,0,1,0,0.0,1,1,500.0,Luxury,4.821363460484567,3-5 km
San Blas - Canillejas,f,40.42649,-3.60856,0,0,0,1,4.57,1,0,33.0,Low-Cost,8.096313600536137,5-10 km
Moncloa - Aravaca,f,40.4696,-3.71845,1,1,1,1,5.0,1,0,55.0,Low-Cost,6.016455041560294,5-10 km
Villaverde,t,40.3574667,-3.6858094,1,0,0,1,5.0,2,0,97.0,Economic,6.754848430276182,5-10 km
Ciudad Lineal,t,40.46845,-3.66839,1,0,1,1,4.9,2,1,120.0,Economic,6.46703773668314,5-10 km
Ciudad Lineal,f,40.42876,-3.64041,1,0,0,1,4.5,2,1,161.0,Luxury,5.49239001435102,5-10 km
Ciudad Lineal,f,40.42774,-3.63387,1,1,0,0,4.43,2,1,150.0,Luxury,6.006742106116267,5-10 km
Chamartín,f,40.46838,-3.68837,1,0,1,1,0.0,1,1,229.0,Luxury,5.881370050076901,5-10 km
Chamartín,t,40.46373,-3.68931,1,0,0,1,4.0,1,0,25.0,Low-Cost,5.3594308711779926,5-10 km
Centro,f,40.41024,-3.70619,1,0,0,1,4.55,2,0,79.0,Low-Cost,0.7608455979946294,<1 km
Centro,f,40.418037120879866,-3.703039126216864,1,0,1,1,4.71,2,1,214.0,Luxury,0.14765514174696923,<1 km
Puente de Vallecas,f,40.3918917138159,-3.6409617556599896,1,0,1,0,0.0,1,0,21.0,Low-Cost,5.960197886363137,5-10 km
San Blas - Canillejas,f,40.4262,-3.60966,0,0,0,0,4.39,1,0,34.0,Low-Cost,7.999754672074215,5-10 km
Chamartín,f,40.4679,-3.68575,1,0,0,1,0.0,1,0,90.0,Economic,5.881427054297343,5-10 km
Tetuán,f,40.47086432301013,-3.689521743611385,1,0,0,0,5.0,1,0,80.0,Low-Cost,6.132084521727414,5-10 km
Barajas,f,40.4562,-3.58689,1,0,1,1,4.71,2,1,161.0,Luxury,10.788570782760662,>10 km
Ciudad Lineal,t,40.4357,-3.64472,1,0,0,0,4.86,2,1,97.0,Economic,5.391671133821239,5-10 km
Chamartín,f,40.45573034869196,-3.680642914454469,1,0,0,1,0.0,1,0,60.0,Low-Cost,4.7431096705068505,3-5 km
Tetuán,f,40.4670626,-3.7056482,1,1,1,1,0.0,1,0,36.0,Low-Cost,5.600251555601271,5-10 km
Salamanca,t,40.4341256,-3.6854259,1,0,0,1,4.25,2,0,225.0,Luxury,2.4578655741093027,2-3 km
Centro,f,40.40904,-3.7092,1,0,1,1,5.0,2,1,79.0,Low-Cost,0.9885399126127864,<1 km
Ciudad Lineal,t,40.44212,-3.64493,1,0,1,1,4.85,2,1,116.0,Economic,5.693250744826806,5-10 km
Centro,t,40.42576,-3.7117,1,0,0,1,4.7,2,1,167.0,Luxury,1.228564991227126,1-2 km
Centro,f,40.41499,-3.70232,1,1,1,1,4.7,2,0,175.0,Luxury,0.211738760942833,<1 km
Centro,f,40.41572,-3.70011,1,0,1,1,4.74,2,0,135.0,Economic,0.295491657713147,<1 km
Villa de Vallecas,t,40.38338878850169,-3.609107820490372,1,0,1,0,5.0,1,0,41.0,Low-Cost,8.798569392224536,5-10 km
Moncloa - Aravaca,f,40.47047999999999,-3.8228075,1,1,0,0,4.55,1,0,54.0,Low-Cost,11.744508081091077,>10 km
Puente de Vallecas,t,40.385915326273015,-3.6429180988721703,1,0,1,1,4.9,1,0,33.0,Low-Cost,6.157608875368953,5-10 km
Puente de Vallecas,t,40.37980517362265,-3.6379793286323543,1,0,1,0,4.92,1,0,45.0,Low-Cost,6.891337838943611,5-10 km
Usera,f,40.3811530451691,-3.715337706147962,1,1,0,0,4.82,2,0,73.0,Low-Cost,4.0842679395371295,3-5 km
Chamartín,f,40.4664963,-3.6731219,0,0,0,1,4.6,2,0,73.0,Low-Cost,6.096137014626962,5-10 km
Ciudad Lineal,t,40.42798,-3.64398,1,0,0,1,4.89,2,1,182.0,Luxury,5.178202407023411,5-10 km
San Blas - Canillejas,f,40.4372099,-3.6104821,1,0,0,0,0.0,2,0,82.0,Low-Cost,8.183177529981549,5-10 km
Usera,f,40.38347,-3.70745,1,0,1,1,5.0,2,1,386.0,Luxury,3.7145800450911883,3-5 km
San Blas - Canillejas,f,40.44482,-3.5838,1,0,1,1,4.43,2,0,68.0,Low-Cost,10.589020280339371,>10 km
Centro,f,40.4092361282407,-3.693812802485481,1,0,1,0,4.62,2,1,189.0,Luxury,1.1595852008574534,1-2 km
Centro,f,40.41661552038437,-3.697009091822441,1,1,1,1,4.72,2,1,478.0,Luxury,0.536027313471298,<1 km
Centro,f,40.40807,-3.70536,1,1,1,1,4.55,1,0,56.0,Low-Cost,0.9779221869390514,<1 km
Centro,f,40.40887,-3.70799,0,1,0,0,4.5,2,0,80.0,Low-Cost,0.9584994294622708,<1 km
Carabanchel,f,40.38382,-3.73075,1,0,0,0,4.71,2,0,110.0,Economic,4.333385623328171,3-5 km
Ciudad Lineal,t,40.43464549999999,-3.641210399999999,1,0,0,0,4.76,2,0,83.0,Economic,5.623695515014943,5-10 km
Salamanca,f,40.43649204527933,-3.6812729417544663,1,0,0,0,0.0,2,1,140.0,Economic,2.884075978023731,2-3 km
Moncloa - Aravaca,f,40.42730359999999,-3.714145499999999,1,0,1,1,4.0,2,0,138.0,Economic,1.4897779262353155,1-2 km
Centro,f,40.41511,-3.70122,1,0,1,1,4.61,2,0,112.0,Economic,0.254146849183888,<1 km
Latina,t,40.4026123477529,-3.749169415892882,1,0,0,1,0.0,1,0,60.0,Low-Cost,4.1857952512244365,3-5 km
Tetuán,f,40.45981,-3.70546,1,0,0,1,4.5,1,0,70.0,Low-Cost,4.793750555964583,3-5 km
Chamartín,t,40.45172,-3.68448,1,0,0,1,5.0,2,0,199.0,Luxury,4.205496038723878,3-5 km
Centro,t,40.42021,-3.7019,1,0,0,1,4.86,2,0,187.0,Luxury,0.40578679523992073,<1 km
Chamartín,t,40.4428,-3.68184,1,0,1,1,4.78,2,1,208.0,Luxury,3.4227680252000807,3-5 km
Latina,f,40.4062011,-3.7437389,1,0,0,1,5.0,1,0,33.0,Low-Cost,3.615229744034823,3-5 km
Chamartín,f,40.44307,-3.68342,1,0,0,1,4.86,2,0,35.0,Low-Cost,3.3795665193524385,3-5 km
Retiro,f,40.40485515542339,-3.6806118163328487,1,0,0,0,0.0,1,0,60.0,Low-Cost,2.333625970682588,2-3 km
Centro,f,40.42373,-3.7031,1,0,0,1,4.41,2,0,94.0,Economic,0.7787385506956256,<1 km
Retiro,t,40.41121678279155,-3.6911427573306623,1,0,0,1,5.0,2,0,145.0,Luxury,1.2007709715820882,1-2 km
Centro,f,40.408217981553015,-3.6984442012668546,1,1,0,0,4.33,2,1,123.0,Economic,1.0331385916840647,1-2 km
Tetuán,f,40.4580715,-3.7049417,1,0,0,0,5.0,1,0,101.0,Economic,4.599076894204878,3-5 km
San Blas - Canillejas,f,40.43706,-3.61027,1,0,0,0,4.5,2,1,143.0,Luxury,8.19581816819348,5-10 km
San Blas - Canillejas,f,40.43740409999999,-3.6112102,1,0,0,1,4.8,2,1,116.0,Economic,8.130069173086113,5-10 km
Retiro,f,40.40305,-3.68012,1,0,0,1,4.4,1,0,107.0,Economic,2.4856030606510524,2-3 km
San Blas - Canillejas,f,40.44235740525989,-3.6105180678825057,1,1,0,1,4.44,2,1,159.0,Luxury,8.357419598977872,5-10 km
Centro,f,40.4108,-3.70166,1,0,0,1,4.72,2,1,150.0,Luxury,0.6744249481237403,<1 km
Retiro,t,40.41378,-3.69101,1,1,0,1,4.71,2,0,179.0,Luxury,1.0940703824428608,1-2 km
Carabanchel,f,40.383503841751406,-3.733138114053282,1,0,0,0,4.28,2,1,71.0,Low-Cost,4.473974726625279,3-5 km
Centro,f,40.40842,-3.70831,1,0,1,1,4.48,2,1,111.0,Economic,1.0152586821442449,1-2 km
Usera,f,40.370929439516416,-3.688453188360598,1,0,0,1,5.0,2,0,114.0,Economic,5.246386860706493,5-10 km
Retiro,f,40.40167,-3.68015,1,0,0,1,0.0,1,0,94.0,Economic,2.5804400213261784,2-3 km
Puente de Vallecas,t,40.405,-3.66209,1,0,1,0,4.95,1,0,30.0,Low-Cost,3.7279469177511406,3-5 km
San Blas - Canillejas,t,40.4376719563625,-3.608739101149363,1,0,0,1,5.0,2,1,178.0,Luxury,8.33916183854291,5-10 km
Centro,f,40.42369,-3.70057,1,0,0,1,0.0,2,0,60.0,Low-Cost,0.808743145499858,<1 km
Arganzuela,t,40.40041530415886,-3.695370827079954,1,0,0,1,4.83,2,1,191.0,Luxury,1.9353947484141363,1-2 km
Tetuán,t,40.4609272911005,-3.69801168391684,1,0,1,0,4.86,2,1,237.0,Luxury,4.935262316429617,3-5 km
Centro,f,40.4091,-3.7146,0,0,1,0,0.0,1,0,500.0,Luxury,1.276156231250774,1-2 km
Villa de Vallecas,t,40.382007691713575,-3.612759459574432,1,0,1,0,4.87,1,0,32.0,Low-Cost,8.58714948359926,5-10 km
Usera,t,40.3804689,-3.7158317,1,1,0,1,0.0,1,0,15.0,Low-Cost,4.168413676673693,3-5 km
Arganzuela,f,40.39838,-3.69447,1,1,1,0,4.25,2,0,95.0,Economic,2.1741187449019295,2-3 km
Centro,f,40.41042089961251,-3.7066181631635504,1,0,0,1,4.62,2,0,50.0,Low-Cost,0.754371042793379,<1 km
Centro,f,40.42416,-3.70273,1,0,0,1,5.0,2,0,72.0,Low-Cost,0.8278962187925849,<1 km
Centro,t,40.42816,-3.7045,1,0,0,0,4.75,2,0,74.0,Low-Cost,1.2748630669059553,1-2 km
Centro,f,40.42558,-3.7005,1,0,0,0,4.0,2,0,155.0,Luxury,1.0131044066950063,1-2 km
Tetuán,f,40.4552167,-3.706553,1,1,0,1,4.8,1,0,48.0,Low-Cost,4.288272843230326,3-5 km
Tetuán,f,40.46186,-3.70754,1,0,1,0,5.0,1,0,23.0,Low-Cost,5.030916407486406,5-10 km
Chamartín,f,40.438431557595344,-3.682479580988911,1,0,0,1,0.0,2,1,170.0,Luxury,2.9901622146937994,2-3 km
Salamanca,f,40.43733,-3.67872,1,1,1,1,4.58,2,1,322.0,Luxury,3.0967699296274303,3-5 km
Moncloa - Aravaca,f,40.46496,-3.72354,1,0,0,0,4.54,1,0,25.0,Low-Cost,5.628928930698348,5-10 km
Centro,f,40.42247233553874,-3.698589819863797,1,0,0,1,3.6,1,0,65.0,Low-Cost,0.7546415474432453,<1 km
Usera,t,40.38128799540805,-3.700563442856959,1,0,0,0,5.0,1,0,30.0,Low-Cost,3.9478625147445454,3-5 km
Salamanca,f,40.42907,-3.67904,1,0,1,0,4.54,2,1,344.0,Luxury,2.4726517852624528,2-3 km
Arganzuela,f,40.40371,-3.68967,1,1,1,0,0.0,1,0,31.0,Low-Cost,1.8533845058138279,1-2 km
