neighbourhood_group_cleansed,host_is_superhost,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
Salamanca,f,40.43431042996914,-3.684856568564805,1,0,0,1,0.0,2,1,152.0,Luxury,2.5038972618110242,2-3 km
Tetuán,f,40.45831420301661,-3.708496034778318,1,0,0,1,4.56,2,0,121.0,Economic,4.644615464308022,3-5 km
Carabanchel,f,40.38268942331173,-3.730665423531199,1,1,0,1,0.0,0,0,56.0,Low-Cost,4.436325724920046,3-5 km
Retiro,t,40.40434626347234,-3.6790995808054774,1,0,1,0,4.73,2,1,133.0,Economic,2.4713538543241627,2-3 km
Tetuán,f,40.46893674079469,-3.707320424689516,1,0,0,1,4.5,2,0,85.0,Economic,5.815005179559605,5-10 km
Usera,f,40.386243488321455,-3.7046697902281016,1,0,0,1,4.0,2,1,160.0,Luxury,3.3917067487660106,3-5 km
Salamanca,f,40.4230844178883,-3.664315309474882,1,0,0,1,4.4,2,0,163.0,Luxury,3.378259655480141,3-5 km
Chamartín,f,40.4573,-3.67752,1,0,1,0,4.69,2,1,85.0,Economic,5.012636298575576,5-10 km
Arganzuela,t,40.39677176498946,-3.685856170223074,1,0,0,0,4.74,2,0,96.0,Economic,2.667552461628134,2-3 km
Tetuán,f,40.45932582571661,-3.709029972971948,0,0,0,1,0.0,2,0,121.0,Economic,4.7609753710853004,3-5 km
Ciudad Lineal,f,40.42531625926974,-3.6575081571936607,1,0,0,0,4.9,2,1,130.0,Economic,3.9954826079643415,3-5 km
Tetuán,f,40.45797070193541,-3.709680049576396,1,0,0,1,4.25,2,0,102.0,Economic,4.617162134125595,3-5 km
Retiro,f,40.40143350757065,-3.6799314245581622,1,0,1,1,4.8,2,1,90.0,Economic,2.6115999595336876,2-3 km
Retiro,t,40.40508017614107,-3.6831127822891214,1,0,1,1,5.0,2,1,200.0,Luxury,2.14716183028637,2-3 km
Ciudad Lineal,t,40.46835,-3.66585,1,0,0,1,4.56,2,0,116.0,Economic,6.558389860632128,5-10 km
Retiro,f,40.40076,-3.66942,1,0,1,1,4.5,2,1,169.0,Luxury,3.37647642180179,3-5 km
Fuencarral - El Pardo,t,40.4726694,-3.7145458,1,0,0,0,4.9,2,0,82.0,Low-Cost,6.292166822420137,5-10 km
Chamartín,t,40.46177,-3.68971,1,0,1,0,4.76,2,0,101.0,Economic,5.139431191857592,5-10 km
Latina,f,40.40456,-3.73377,1,0,0,1,5.0,1,0,20.0,Low-Cost,2.910178026838474,2-3 km
Chamartín,f,40.457771309320265,-3.6746082454919815,1,0,0,1,4.75,2,0,93.0,Economic,5.171050529652076,5-10 km
Tetuán,f,40.45457,-3.70733,1,0,0,0,4.33,2,0,58.0,Low-Cost,4.221262930221938,3-5 km
Tetuán,f,40.47225,-3.69387,1,0,0,1,4.14,1,0,105.0,Economic,6.225437722076864,5-10 km
Hortaleza,f,40.456450108653385,-3.652217499911785,1,0,0,1,4.71,2,1,118.0,Economic,6.18281774021078,5-10 km
Salamanca,f,40.4375418,-3.6865269,1,0,1,1,4.0,2,1,154.0,Luxury,2.7167967371768365,2-3 km
Ciudad Lineal,f,40.4315534,-3.6565215,1,0,0,0,4.22,1,0,26.0,Low-Cost,4.292196580204849,3-5 km
Carabanchel,t,40.39366,-3.73836,1,0,0,1,0.0,1,0,35.0,Low-Cost,3.920861387081086,3-5 km
Arganzuela,f,40.40159,-3.68876,1,0,0,0,4.47,2,0,67.0,Low-Cost,2.0874476101453854,2-3 km
Chamartín,t,40.45786,-3.68636,1,1,1,0,4.94,2,1,173.0,Luxury,4.793988298334894,3-5 km
Salamanca,f,40.4249305873518,-3.664346835800728,1,1,1,0,5.0,1,0,120.0,Economic,3.4244708303931444,3-5 km
Ciudad Lineal,f,40.43239,-3.6569,1,1,0,1,4.6,1,0,24.0,Low-Cost,4.2994392191093995,3-5 km
Moncloa - Aravaca,t,40.42096688961173,-3.716628018665722,1,0,1,1,5.0,2,0,138.0,Economic,1.2196959172864081,1-2 km
Chamartín,f,40.4500434,-3.6881926,1,0,0,1,0.0,2,1,230.0,Luxury,3.919938058313968,3-5 km
Carabanchel,f,40.37992,-3.73264,1,0,0,1,0.0,2,1,80.0,Low-Cost,4.786337008704408,3-5 km
Usera,f,40.38498014789166,-3.705372271714871,1,0,0,1,3.0,2,1,170.0,Luxury,3.53450724974855,3-5 km
Moratalaz,f,40.40936703418201,-3.6577807599880767,1,0,0,0,5.0,1,0,46.0,Low-Cost,3.9430001308382665,3-5 km
Tetuán,f,40.45712,-3.70951,1,1,1,1,4.5,2,0,81.0,Low-Cost,4.521538359405495,3-5 km
Retiro,f,40.40851,-3.69034,1,1,0,1,4.82,2,0,204.0,Luxury,1.4305308488801873,1-2 km
Chamartín,f,40.44345,-3.68099,1,0,1,1,0.0,2,0,110.0,Economic,3.522300616260661,3-5 km
Arganzuela,f,40.39591,-3.70029,1,1,1,1,4.91,2,1,126.0,Economic,2.3293177062284194,2-3 km
Ciudad Lineal,f,40.46845,-3.66664,1,0,0,1,0.0,2,0,202.0,Luxury,6.536093134920409,5-10 km
Fuencarral - El Pardo,t,40.47701,-3.71324,1,0,0,1,4.73,2,0,122.0,Economic,6.755099788122151,5-10 km
Ciudad Lineal,t,40.43324,-3.65145,1,1,0,0,4.72,2,1,494.0,Luxury,4.760552927499785,3-5 km
Moncloa - Aravaca,f,40.45333262351908,-3.717976307574753,1,0,0,1,0.0,2,0,54.0,Low-Cost,4.254493779321034,3-5 km
Tetuán,f,40.45081,-3.701,1,1,0,0,4.88,2,1,151.0,Luxury,3.7948014872945177,3-5 km
Arganzuela,f,40.3869635,-3.6907575,1,0,0,1,5.0,2,0,81.0,Low-Cost,3.4770088999438613,3-5 km
Puente de Vallecas,f,40.39649,-3.66401,1,0,0,0,0.0,2,0,84.0,Economic,4.019163333349323,3-5 km
Tetuán,f,40.45986748410407,-3.7051009475904944,1,0,0,0,4.76,2,0,69.0,Low-Cost,4.799097757645993,3-5 km
Arganzuela,t,40.39353,-3.69223,1,0,0,1,5.0,2,1,202.0,Luxury,2.7457562316733015,2-3 km
Moncloa - Aravaca,t,40.46675,-3.71818,1,0,1,0,4.96,2,1,109.0,Economic,5.702117671433547,5-10 km
Moncloa - Aravaca,f,40.46002,-3.71108,0,0,1,1,0.0,2,1,93.0,Economic,4.858114973876694,3-5 km
Retiro,f,40.40375,-3.68068,1,0,1,1,4.62,2,0,96.0,Economic,2.400685122940379,2-3 km
Arganzuela,t,40.4127366,-3.7199149,0,0,0,1,0.0,2,0,190.0,Luxury,1.471870813134616,1-2 km
Retiro,t,40.40506,-3.67437,1,1,1,0,4.84,2,0,114.0,Economic,2.774744333567589,2-3 km
Ciudad Lineal,t,40.4352172,-3.6592618,1,0,0,0,4.78,2,1,182.0,Luxury,4.259872238743993,3-5 km
Hortaleza,f,40.47458492631268,-3.636898739683717,1,0,0,1,0.0,2,0,221.0,Luxury,8.543845896728278,5-10 km
Salamanca,f,40.42723,-3.68686,1,0,1,1,0.0,2,1,129.0,Economic,1.8191685167214018,1-2 km
Hortaleza,f,40.455460912174985,-3.6288112780793456,1,0,0,1,5.0,2,1,2786.0,Luxury,7.637656623399118,5-10 km
Hortaleza,f,40.45719,-3.65081,1,0,0,1,5.0,2,0,138.0,Economic,6.324990595126948,5-10 km
Carabanchel,f,40.3880409,-3.7298791,1,0,0,0,4.48,2,0,49.0,Low-Cost,3.9020942029491597,3-5 km
Ciudad Lineal,f,40.44255200416293,-3.643161690561748,1,0,0,0,4.5,2,0,105.0,Economic,5.847121273971421,5-10 km
Chamartín,f,40.45702,-3.67931,1,0,0,1,4.67,2,0,140.0,Economic,4.920110168085865,3-5 km
Chamberí,t,40.44457,-3.69869,1,0,0,0,4.64,2,1,68.0,Low-Cost,3.120685643866555,3-5 km
Moratalaz,f,40.40769519899499,-3.660875335335731,1,0,0,0,4.59,1,0,39.0,Low-Cost,3.732834473282681,3-5 km
Retiro,t,40.4078,-3.68386,1,1,0,1,4.89,2,0,97.0,Economic,1.924971925339147,1-2 km
Moratalaz,f,40.41243273370039,-3.6528042302034582,1,0,1,1,4.85,2,0,82.0,Low-Cost,4.304905675148378,3-5 km
Chamartín,t,40.45917,-3.68105,1,0,1,0,4.91,2,0,191.0,Luxury,5.082262370795571,5-10 km
Arganzuela,t,40.3976827,-3.6961857,0,0,0,0,5.0,1,0,38.0,Low-Cost,2.2027559956703935,2-3 km
Chamartín,t,40.45556659218907,-3.679778793001315,1,0,1,0,5.0,2,0,71.0,Low-Cost,4.7566587259892765,3-5 km
Chamartín,f,40.46043056803816,-3.687773784806879,0,0,0,1,0.0,2,0,118.0,Economic,5.034775161238004,5-10 km
Puente de Vallecas,t,40.38812,-3.65613,1,1,0,0,4.78,1,0,28.0,Low-Cost,5.108785876052937,5-10 km
Carabanchel,t,40.38957,-3.72692,1,0,0,1,4.88,2,1,75.0,Low-Cost,3.6203553809370366,3-5 km
Ciudad Lineal,f,40.43315075191184,-3.657783289152891,1,0,0,1,4.0,2,0,200.0,Luxury,4.266678466546921,3-5 km
Chamartín,f,40.4676282,-3.678664299999999,1,0,1,1,5.0,2,1,160.0,Luxury,6.032647588719519,5-10 km
Chamberí,f,40.43505845093291,-3.6899788602444583,1,0,0,1,0.0,2,0,216.0,Luxury,2.3308659835672123,2-3 km
Usera,f,40.3796812,-3.7076359,1,1,1,0,0.0,0,0,84.0,Economic,4.135565952051858,3-5 km
Chamartín,f,40.46348,-3.68816,1,0,1,1,0.0,2,1,126.0,Economic,5.354836722173561,5-10 km
Ciudad Lineal,f,40.43276,-3.65621,1,0,0,0,0.0,1,0,24.0,Low-Cost,4.369517382366455,3-5 km
Carabanchel,t,40.3964031,-3.7239742,1,1,1,0,4.96,1,0,28.0,Low-Cost,2.856734638146714,2-3 km
Retiro,f,40.4077110656519,-3.688086981759221,1,0,0,1,4.63,2,1,152.0,Luxury,1.6349144644107692,1-2 km
Puente de Vallecas,f,40.39284758554296,-3.657098078814648,1,0,0,0,4.75,1,0,21.0,Low-Cost,4.730932740432401,3-5 km
Chamartín,f,40.46936879038231,-3.6860423444329578,1,0,0,1,4.04,2,0,77.0,Low-Cost,6.033520014253689,5-10 km
Arganzuela,f,40.39772,-3.69608,1,0,0,1,5.0,1,0,55.0,Low-Cost,2.2012506098264253,2-3 km
Puente de Vallecas,f,40.402969220696995,-3.6634289216596096,1,0,0,1,4.58,1,0,25.0,Low-Cost,3.7093116055352264,3-5 km
Retiro,f,40.40447230265866,-3.678650729585682,1,1,1,1,4.5,2,1,190.0,Luxury,2.4953174581756943,2-3 km
Usera,f,40.38005,-3.70913,1,0,0,0,2.0,2,1,402.0,Luxury,4.107894376182249,3-5 km
Tetuán,t,40.4554899,-3.7073996,1,0,0,0,0.0,2,0,37.0,Low-Cost,4.323694930395413,3-5 km
Carabanchel,f,40.39229,-3.73564,1,0,0,0,5.0,1,1,75.0,Low-Cost,3.855542474808166,3-5 km
Ciudad Lineal,f,40.44275,-3.64035,1,0,1,1,3.0,2,0,234.0,Luxury,6.066026842019376,5-10 km
Tetuán,f,40.4522317,-3.7036419,1,0,0,1,5.0,2,1,90.0,Economic,3.947803360999648,3-5 km
Tetuán,t,40.45998,-3.70798,1,0,0,0,5.0,2,0,77.0,Low-Cost,4.8253038559558465,3-5 km
Hortaleza,f,40.45645529999999,-3.6519671,1,0,0,1,0.0,2,1,129.0,Economic,6.198077203484879,5-10 km
Carabanchel,f,40.38926074344769,-3.721880812665661,1,0,0,1,4.9,2,0,65.0,Low-Cost,3.4342319628194566,3-5 km
Chamartín,f,40.44479,-3.67894,1,0,1,0,0.0,2,0,90.0,Economic,3.7417535884959006,3-5 km
Ciudad Lineal,f,40.42561,-3.65701,1,0,1,0,4.85,1,0,26.0,Low-Cost,4.04428644069207,3-5 km
Tetuán,f,40.4641376237184,-3.704892280428275,1,0,0,1,0.0,2,0,99.0,Economic,5.273237105782797,5-10 km
Ciudad Lineal,f,40.46968,-3.66695,1,0,0,1,0.0,2,0,192.0,Luxury,6.644542312755165,5-10 km
Hortaleza,f,40.45759067585855,-3.6505653923333785,1,0,0,0,3.33,2,0,133.0,Economic,6.37124489997198,5-10 km
Salamanca,f,40.43542951050906,-3.678112032389622,1,0,1,1,0.0,2,1,173.0,Luxury,2.980557657809887,2-3 km
Chamartín,t,40.45481,-3.68117,1,0,0,1,4.93,2,0,103.0,Economic,4.631478762574858,3-5 km
Salamanca,f,40.4373249,-3.6849479,1,0,1,1,5.0,2,1,1544.0,Luxury,2.7691519226587893,2-3 km
Puente de Vallecas,f,40.38339,-3.66371,1,1,0,0,4.67,2,0,35.0,Low-Cost,5.000384483246662,5-10 km
Chamartín,f,40.4744453,-3.6849472,1,0,0,0,4.91,2,0,107.0,Economic,6.603776027458728,5-10 km
Ciudad Lineal,f,40.46167,-3.66007,1,1,1,1,4.0,2,1,168.0,Luxury,6.195261236329203,5-10 km
Salamanca,f,40.42971,-3.66239,1,0,1,1,4.6,2,1,186.0,Luxury,3.7548533269595223,3-5 km
Retiro,f,40.40059,-3.66933,1,1,1,1,4.26,2,1,203.0,Luxury,3.3929233474181943,3-5 km
Retiro,t,40.40333,-3.67407,1,0,0,0,4.84,2,1,129.0,Economic,2.8915072639767345,2-3 km
Chamartín,f,40.45617,-3.68192,1,1,1,0,4.81,2,0,82.0,Low-Cost,4.745517210348464,3-5 km
Chamartín,f,40.455875163764766,-3.6877811857830536,1,0,0,1,4.8,2,0,147.0,Luxury,4.547645181276062,3-5 km
Arganzuela,t,40.38938,-3.69263,1,1,1,1,4.98,1,0,55.0,Low-Cost,3.173384964697306,3-5 km
Tetuán,f,40.44949760620971,-3.702307464196568,1,0,1,1,4.82,2,0,100.0,Economic,3.6447485893949927,3-5 km
Salamanca,f,40.421678791895545,-3.665028412378938,1,0,0,1,4.71,2,1,117.0,Economic,3.289555380074717,3-5 km
Vicálvaro,t,40.40554282820352,-3.5647272888396997,1,1,1,0,4.96,1,0,40.0,Low-Cost,11.801318300361364,>10 km
Chamartín,f,40.46304,-3.68828,1,1,1,1,5.0,2,1,129.0,Economic,5.304904730576264,5-10 km
Arganzuela,t,40.39719,-3.69882,1,1,1,1,4.17,2,0,95.0,Economic,2.2060727310516306,2-3 km
Usera,f,40.39040363025587,-3.706288543567905,1,0,1,0,5.0,1,0,50.0,Low-Cost,2.9378826040408086,2-3 km
Chamberí,f,40.43474669517778,-3.7009904483022136,1,0,1,1,5.0,2,1,141.0,Economic,2.013315095019554,2-3 km
Puente de Vallecas,f,40.40110490970034,-3.666463382542133,1,0,0,0,4.27,2,0,45.0,Low-Cost,3.572997621368938,3-5 km
Chamartín,f,40.46245,-3.68888,1,0,1,1,5.0,2,0,146.0,Luxury,5.22913120125848,5-10 km
Chamartín,t,40.46918,-3.68628,1,0,1,0,4.76,2,0,50.0,Low-Cost,6.00829332060991,5-10 km
Chamartín,t,40.4550624,-3.6877991,1,0,0,1,4.89,2,0,114.0,Economic,4.460772873658594,3-5 km
Retiro,f,40.40665,-3.68802,1,0,1,0,4.34,2,1,67.0,Low-Cost,1.7141146305185815,1-2 km
Chamartín,f,40.461263070569174,-3.68872730202287,1,0,1,1,5.0,2,1,93.0,Economic,5.104026733397246,5-10 km
Latina,f,40.392679849321645,-3.743855590597721,1,0,0,0,5.0,1,0,60.0,Low-Cost,4.349776683941334,3-5 km
Carabanchel,f,40.38247,-3.72906,1,1,0,1,0.0,0,0,46.0,Low-Cost,4.388122646210972,3-5 km
Retiro,f,40.40636,-3.68385,1,0,1,0,4.55,2,0,80.0,Low-Cost,2.0129485131315814,2-3 km
Carabanchel,t,40.387493104615416,-3.736104592680931,1,1,1,0,5.0,2,0,106.0,Economic,4.273869924027446,3-5 km
Tetuán,f,40.458021369468035,-3.705538358697373,1,1,0,0,5.0,2,0,86.0,Economic,4.595273370525119,3-5 km
Arganzuela,f,40.40474,-3.69061,1,0,1,1,4.8,2,1,193.0,Luxury,1.7142509081851216,1-2 km
Puente de Vallecas,f,40.39076,-3.65458,1,1,1,0,4.92,1,0,25.0,Low-Cost,5.038258551186394,5-10 km
Ciudad Lineal,f,40.43512822061859,-3.6572719770510416,1,0,0,1,0.0,2,0,221.0,Luxury,4.40353818884195,3-5 km
Carabanchel,f,40.399422,-3.721488,1,0,1,1,4.71,2,0,90.0,Economic,2.4626873474523507,2-3 km
Chamberí,f,40.4417,-3.70829,1,0,1,0,0.0,1,1,30.0,Low-Cost,2.8080940496753635,2-3 km
Ciudad Lineal,f,40.43134,-3.65662,1,0,0,0,4.36,1,0,24.0,Low-Cost,4.2754317901616545,3-5 km
Retiro,t,40.40773,-3.68834,1,0,1,1,4.57,2,1,196.0,Luxury,1.6167445345538929,1-2 km
Salamanca,t,40.435651982940826,-3.65985535304273,0,1,1,0,4.96,1,0,35.0,Low-Cost,4.2397119602209505,3-5 km
Ciudad Lineal,f,40.46867,-3.66503,1,0,0,1,0.0,2,0,192.0,Luxury,6.623239189620203,5-10 km
Chamartín,f,40.448387,-3.685085,1,1,1,1,0.0,2,1,385.0,Luxury,3.8443274653026465,3-5 km
Salamanca,f,40.43377188708544,-3.6822426397871983,1,1,1,1,0.0,2,1,189.0,Luxury,2.603891380823735,2-3 km
Moncloa - Aravaca,f,40.46367402659738,-3.718986223186554,1,0,0,0,2.6,2,0,79.0,Low-Cost,5.385389672882634,5-10 km
Arganzuela,f,40.3882641,-3.6936944,1,0,0,1,4.4,2,0,73.0,Low-Cost,3.268812411164165,3-5 km
Tetuán,t,40.45841,-3.70569,1,0,0,1,5.0,2,0,109.0,Economic,4.638984682355031,3-5 km
Puente de Vallecas,f,40.39113,-3.65648,1,0,1,0,4.51,1,0,20.0,Low-Cost,4.883184189695454,3-5 km
Ciudad Lineal,f,40.43713476704345,-3.658093781922808,1,1,1,0,4.95,1,0,30.0,Low-Cost,4.451491322192202,3-5 km
Moncloa - Aravaca,f,40.43497,-3.7192,1,0,0,0,0.0,1,0,26.0,Low-Cost,2.4323962034045055,2-3 km
Latina,f,40.40466809999999,-3.7440049,1,0,0,0,0.0,1,0,51.0,Low-Cost,3.6949810743814564,3-5 km
Barajas,t,40.47369,-3.58161,0,1,0,1,4.9,1,0,46.0,Low-Cost,12.092436297480393,>10 km
Tetuán,t,40.46251595924966,-3.707280266390899,1,0,0,0,4.88,2,0,93.0,Economic,5.102191761633889,5-10 km
Puente de Vallecas,f,40.3950229,-3.6626905,1,0,0,0,0.0,0,0,25.0,Low-Cost,4.203732420146238,3-5 km
Puente de Vallecas,f,40.40317,-3.663,1,0,0,0,4.8,1,0,45.0,Low-Cost,3.733347252988719,3-5 km
Tetuán,f,40.4577,-3.7036,1,0,0,0,4.4,2,0,78.0,Low-Cost,4.555820889603689,3-5 km
Hortaleza,f,40.45998,-3.63503,1,1,1,1,0.0,2,1,196.0,Luxury,7.5199648718886785,5-10 km
Moratalaz,t,40.413697341366465,-3.6529093388338767,1,0,0,1,4.94,1,0,26.0,Low-Cost,4.282666003346151,3-5 km
Puente de Vallecas,f,40.3991,-3.66507,0,0,0,0,4.77,2,0,40.0,Low-Cost,3.7870229879533994,3-5 km
Retiro,f,40.40751,-3.68693,1,0,0,1,0.0,2,0,110.0,Economic,1.7265167313323166,1-2 km
Arganzuela,f,40.40865331154298,-3.720793873071671,1,0,0,0,4.75,2,0,113.0,Economic,1.729222788089119,1-2 km
Moncloa - Aravaca,t,40.42316,-3.71738,1,0,1,1,4.89,1,0,45.0,Low-Cost,1.3871544378255447,1-2 km
Tetuán,t,40.448825318050766,-3.702362198867789,1,0,0,1,5.0,2,0,116.0,Economic,3.5699051769286756,3-5 km
Moratalaz,t,40.40821,-3.65333,0,0,0,0,4.78,1,0,35.0,Low-Cost,4.338611014715432,3-5 km
Fuencarral - El Pardo,f,40.4729151,-3.7189837,1,1,1,1,4.89,2,0,95.0,Economic,6.386339135775827,5-10 km
Chamartín,f,40.4565629,-3.6801211,1,0,1,1,0.0,2,0,100.0,Economic,4.8456348615214555,3-5 km
Ciudad Lineal,t,40.42475607128944,-3.655078819482896,1,0,0,1,4.85,1,0,43.0,Low-Cost,4.181741256813017,3-5 km
Chamartín,t,40.47101,-3.68658,1,1,1,1,4.67,2,0,116.0,Economic,6.200150833456771,5-10 km
Chamberí,f,40.4461793559976,-3.6973507107728247,1,0,1,1,0.0,2,1,145.0,Luxury,3.3137216386485298,3-5 km
Chamartín,f,40.447655244136904,-3.671881387101025,1,0,0,1,0.0,2,0,187.0,Luxury,4.349103604926925,3-5 km
Salamanca,t,40.43271,-3.66726,1,1,1,1,4.96,2,1,93.0,Economic,3.533380863938254,3-5 km
Tetuán,t,40.46262026547257,-3.706864243510237,1,0,0,0,4.94,2,1,107.0,Economic,5.111589620606425,5-10 km
Puente de Vallecas,t,40.39005,-3.66308,1,0,0,0,4.73,1,0,25.0,Low-Cost,4.518995942195301,3-5 km
Usera,f,40.3818,-3.69288,1,0,0,1,4.57,2,0,85.0,Economic,3.9836294675891724,3-5 km
Ciudad Lineal,f,40.42489333326115,-3.653418123722077,1,0,0,1,4.9,1,0,72.0,Low-Cost,4.322364499794219,3-5 km
Hortaleza,f,40.46096,-3.63625,1,1,1,1,5.0,2,0,92.0,Economic,7.511744086407042,5-10 km
Carabanchel,f,40.38752567669431,-3.738731478102156,1,0,0,1,0.0,1,0,32.0,Low-Cost,4.4188444996939555,3-5 km
Salamanca,f,40.43315,-3.68596,1,0,0,1,0.0,2,1,198.0,Luxury,2.344812589200348,2-3 km
Hortaleza,f,40.46069,-3.63736,1,1,1,1,0.0,2,1,80.0,Low-Cost,7.4211925035814925,5-10 km
Tetuán,f,40.45449735068205,-3.705927330703608,1,0,0,1,5.0,2,0,89.0,Economic,4.205358443938074,3-5 km
Ciudad Lineal,f,40.44405185357333,-3.642634444000135,1,0,0,0,4.5,2,0,88.0,Economic,5.96912200324829,5-10 km
Chamartín,f,40.4555,-3.68176,1,0,0,1,4.46,2,0,155.0,Luxury,4.682021941373854,3-5 km
Arganzuela,f,40.40248,-3.69068,1,0,0,1,4.49,2,0,81.0,Low-Cost,1.9128860499950344,1-2 km
Retiro,t,40.40617048042348,-3.6782289747053154,1,0,0,1,4.89,2,0,108.0,Economic,2.4285803025897783,2-3 km
Salamanca,f,40.4263467670455,-3.664733056827594,1,0,1,0,4.82,1,0,54.0,Low-Cost,3.4386080083051604,3-5 km
Salamanca,f,40.43881,-3.66335,1,0,0,1,4.62,2,1,127.0,Economic,4.181579869457487,3-5 km
Chamartín,t,40.45718,-3.67896,1,0,1,0,4.97,2,0,141.0,Economic,4.948591856685557,3-5 km
Arganzuela,f,40.39521,-3.69436,1,1,1,1,4.64,1,1,36.0,Low-Cost,2.5106802276066413,2-3 km
Retiro,f,40.41699,-3.67382,1,0,0,0,5.0,1,0,29.0,Low-Cost,2.4991876032297284,2-3 km
Usera,f,40.3796812,-3.7076359,1,1,1,0,0.0,0,0,61.0,Low-Cost,4.135565952051858,3-5 km
Chamartín,f,40.444269356496754,-3.6842035933576502,1,0,1,0,0.0,2,1,184.0,Luxury,3.4642744047254497,3-5 km
Usera,f,40.3796812,-3.7076359,1,1,1,0,0.0,0,0,68.0,Low-Cost,4.135565952051858,3-5 km
Tetuán,t,40.4685117691142,-3.7027624567095656,1,0,0,1,5.0,1,0,49.0,Low-Cost,5.758187921860241,5-10 km
Ciudad Lineal,f,40.4313064,-3.6555314,1,0,1,0,4.58,1,0,48.0,Low-Cost,4.3594191519295755,3-5 km
Chamartín,f,40.4401072,-3.6775212,1,0,0,1,4.57,2,0,100.0,Economic,3.3960509654083215,3-5 km
Chamberí,f,40.43893,-3.70574,1,0,0,0,0.0,1,0,100.0,Economic,2.4769899231867787,2-3 km
Retiro,t,40.40977986413324,-3.671162181467174,1,1,1,1,4.73,2,1,103.0,Economic,2.8316398257919566,2-3 km
Puente de Vallecas,f,40.397834,-3.6644296,1,0,0,1,4.91,2,0,75.0,Low-Cost,3.9074016440664923,3-5 km
Ciudad Lineal,t,40.4342045323988,-3.655310273385652,1,0,0,0,4.9,1,0,40.0,Low-Cost,4.506022518293076,3-5 km
Chamartín,f,40.44221858053098,-3.681204480016124,1,0,1,1,0.0,2,0,80.0,Low-Cost,3.397554078400516,3-5 km
Salamanca,f,40.43204,-3.6859,1,0,1,1,0.0,2,1,480.0,Luxury,2.253363844354387,2-3 km
Tetuán,f,40.45329,-3.69917,1,0,1,1,5.0,2,0,72.0,Low-Cost,4.080680995004542,3-5 km
Arganzuela,t,40.40287,-3.69066,1,0,0,1,4.78,2,0,120.0,Economic,1.8780894583953605,1-2 km
Retiro,f,40.4037662,-3.6791798,1,1,1,1,4.63,2,0,115.0,Economic,2.5023139878024216,2-3 km
Puente de Vallecas,t,40.405335065412814,-3.661940507863735,0,1,0,0,4.94,1,0,26.0,Low-Cost,3.7269688704914783,3-5 km
Chamartín,f,40.44727433987177,-3.677410775595188,1,0,0,1,0.0,2,1,82.0,Low-Cost,4.043774949819611,3-5 km
Arganzuela,f,40.4023985,-3.6898022,1,0,1,0,4.76,2,0,106.0,Economic,1.9628478608328375,1-2 km
Latina,f,40.398435471292125,-3.737328015267849,1,0,0,0,0.0,1,0,50.0,Low-Cost,3.5241608107107423,3-5 km
Salamanca,f,40.42662075072628,-3.6649532884446168,1,0,0,0,4.82,2,0,79.0,Low-Cost,3.4305344420672492,3-5 km
Retiro,t,40.40692,-3.68303,1,0,0,1,4.9,2,0,103.0,Economic,2.0362099424228535,2-3 km
Puente de Vallecas,t,40.39639,-3.66161,1,0,0,0,4.77,1,0,27.0,Low-Cost,4.195062165148799,3-5 km
Carabanchel,t,40.378988681846586,-3.7493939169646775,0,0,1,0,4.85,0,0,19.0,Low-Cost,5.728962695152761,5-10 km
Salamanca,f,40.43587,-3.67841,1,1,1,1,4.0,2,1,600.0,Luxury,2.997117422238277,2-3 km
Chamartín,f,40.4686,-3.68834,1,0,1,1,4.85,2,0,123.0,Economic,5.90580579470192,5-10 km
Puente de Vallecas,f,40.39677,-3.66014,1,0,0,1,4.23,1,0,26.0,Low-Cost,4.278336380940659,3-5 km
Retiro,t,40.40558,-3.68246,1,0,1,1,4.94,2,1,182.0,Luxury,2.1591050006658157,2-3 km
Moratalaz,f,40.407809232961704,-3.6602533645568913,1,0,0,1,4.92,1,0,30.0,Low-Cost,3.7802272944688333,3-5 km
Retiro,t,40.40950725971347,-3.670730264111645,1,1,1,1,4.78,2,1,105.0,Economic,2.8751602841546493,2-3 km
Salamanca,f,40.4375418,-3.6865269,1,1,1,1,1.0,2,1,158.0,Luxury,2.7167967371768365,2-3 km
Carabanchel,f,40.39352,-3.72674,1,1,0,0,4.57,1,0,39.0,Low-Cost,3.2536417053935445,3-5 km
Carabanchel,t,40.39260624386943,-3.7223445251584057,1,0,0,1,5.0,1,0,39.0,Low-Cost,3.1280353077179774,3-5 km
Moratalaz,f,40.40897,-3.66129,1,0,1,0,4.65,1,0,32.0,Low-Cost,3.663048901993032,3-5 km
Puente de Vallecas,f,40.39306531089069,-3.6547663345395303,1,0,0,0,4.17,1,0,40.0,Low-Cost,4.8824919773400435,3-5 km
Tetuán,f,40.45472348988784,-3.7056999732787217,1,1,0,1,0.0,2,0,77.0,Low-Cost,4.229517277945655,3-5 km
Moncloa - Aravaca,f,40.46327,-3.72047,1,0,0,0,1.75,2,0,91.0,Economic,5.374360618372164,5-10 km
Moncloa - Aravaca,f,40.46442,-3.72334,1,1,0,0,0.0,2,1,75.0,Low-Cost,5.56658194536483,5-10 km
Tetuán,f,40.46121,-3.70684,0,0,0,1,4.27,2,0,121.0,Economic,4.954928106656179,3-5 km
